№ пп;Субъект РФ;Муниципальное образование;Поселение;Населенный пункт;Уникальный идентификатор ФИАС;Кол-во СКД ед.;Факт СКД ед.
453;Амурская область;Серышевский Район;Сосновский сельсовет;Верхне-Боровая Село;47a05f25-8a93-437b-a813-6f4dbef0d709;1;0
454;Амурская область;Серышевский Район;Сосновский сельсовет;Державинка Село;eafb8144-66b8-405f-9d08-aa8336d6015f;1;1
455;Амурская область;Серышевский Район;Сосновский сельсовет;Сосновка Село;27f2745f-a24e-45ef-a22b-813be9fd6255;1;1
456;Амурская область;Серышевский Район;Томский сельсовет;Белогорка Село;c3cbd4c3-3c94-44de-b527-86e6f4051d31;1;1
457;Амурская область;Серышевский Район;Томский сельсовет;Бочкаревка Село;1cf0c716-4ed4-4446-a31f-e5b87ac0eb28;1;1
458;Амурская область;Серышевский Район;Томский сельсовет;Красная Поляна Село;917fdfd2-ced7-45d4-9640-465a7a1a2d2b;1;1
459;Амурская область;Серышевский Район;Томский сельсовет;Тавричанка Село;2c36abdf-9776-4016-a021-de281e6e6b2d;1;1
460;Амурская область;Серышевский Район;Томский сельсовет;Томское Село;e2e612b3-f9cc-43b9-982d-9b36680ef11e;1;1
461;Амурская область;Серышевский Район;Томский сельсовет;Украина Железнодорожная станция;c1daa2c0-1259-4897-a31a-2bdc0c9bef36;1;0
462;Амурская область;Серышевский Район;Томский сельсовет;Хитровка Село;99bdd690-2e9c-4577-84da-b7a7c7b7a56e;1;1
463;Амурская область;Серышевский Район;Украинский сельсовет;Новоохочье Село;8f6338ad-6c46-4e1d-95cb-b5f31c4916eb;1;1
464;Амурская область;Серышевский Район;Фроловский сельсовет;Борисполь Село;78832f5e-9d4f-4d83-9e34-913056dc9c47;1;1
465;Амурская область;Серышевский Район;Фроловский сельсовет;Фроловка Село;4f648156-4773-42ca-9353-7b2fc36a273f;1;1
466;Амурская область;Серышевский Район;Широкологский сельсовет;Воскресеновка Село;b9e8d83e-6010-46c9-975d-66b67ac777af;1;1
467;Амурская область;Серышевский Район;Широкологский сельсовет;Соколовка Село;e0de6fe1-67c4-4513-894c-dacc0d5a1a6c;1;1
468;Амурская область;Серышевский Район;Широкологский сельсовет;Широкий Лог Село;bc413d3a-ec2e-4e0f-946a-32bb4edf9f19;1;1
469;Амурская область;Сковородинский Район;Албазинский сельсовет;Албазино Село;2de0a338-aaac-44ae-a33c-868f356d59bc;1;1
470;Амурская область;Сковородинский Район;город Сковородино;Сковородино Город;260c545f-883c-440a-852c-c39a65fe4104;1;1
471;Амурская область;Сковородинский Район;город Сковородино;Сковородино Город;ad37b2ff-64d0-475d-b780-077f2b890a87;1;0
472;Амурская область;Сковородинский Район;Джалиндинский сельсовет;Джалинда Село;4abe7749-12d9-4eb5-b3ce-52144d1002bd;1;1
473;Амурская область;Сковородинский Район;Неверский сельсовет;Невер Село;5ca66965-5514-4a14-9a25-a2cbbaed2462;1;1
474;Амурская область;Сковородинский Район;рабочий поселок (поселок городского типа) Ерофей Павлович;Ерофей Павлович Поселок городского типа;2ec4ce03-90d0-4f9c-85cd-ebace46e3a45;1;1
475;Амурская область;Сковородинский Район;рабочий поселок (поселок городского типа) Ерофей Павлович;Игнашино Село;8b601152-0803-402e-ac47-6ac6f865cfe2;1;0
476;Амурская область;Сковородинский Район;рабочий поселок (поселок городского типа) Уруша;Уруша Поселок городского типа;e53f12b1-5c26-422b-92d4-41caa3977f4b;1;0
477;Амурская область;Сковородинский Район;Солнечный сельсовет;Бам Железнодорожная станция;9b6d0926-0101-43b2-9711-fd651e052465;1;0
478;Амурская область;Сковородинский Район;Талданский сельсовет;Талдан Село;f2e4769e-55e2-4d1c-aba5-d6898ce65eab;1;1
479;Амурская область;Сковородинский Район;Тахтамыгдинский сельсовет;Тахтамыгда Село;ad93e195-86ff-401c-8770-82d19d9636ba;1;1
480;Амурская область;Тамбовский Район;;Привольное Село;62852113-f874-4d9c-b2b9-aa0047324897;1;1
481;Амурская область;Тамбовский Район;;Придорожное Село;ca03082f-58c2-496a-a26d-f910928b2ed9;1;1
482;Амурская область;Тамбовский Район;Жариковский сельсовет;Жариково Село;1f5feb17-726e-4c39-8e64-cdc931c9d8b0;1;1
483;Амурская область;Тамбовский Район;Жариковский сельсовет;Свободка Село;6cadaa17-1560-45b4-a775-fd27b0843db5;1;1
484;Амурская область;Тамбовский Район;Козьмодемьяновский;Козьмодемьяновка Село;d8a39f24-3960-4369-8d20-3005c1f7cc8c;1;1
485;Амурская область;Тамбовский Район;Козьмодемьяновский;Липовка Село;2e5f7b75-24c3-45f7-a992-902e19d0b454;1;1
486;Амурская область;Тамбовский Район;Козьмодемьяновский;Чуевка Село;5a2f693f-70d0-434e-9c46-64a9f72fe7cc;1;0
487;Амурская область;Тамбовский Район;Красненский сельсовет;Корфово Село;8d8309e4-255e-4d79-894a-9c854b2379a8;1;1
488;Амурская область;Тамбовский Район;Красненский сельсовет;Красное Село;eb56ce1d-bcd2-49d5-9c86-2939a12be48d;1;1
489;Амурская область;Тамбовский Район;Куропатинский сельсовет;Духовское Село;a1077604-a63c-4c0d-a75f-3bde378bfdc0;1;1
